TaggedPitchType,PitchCall,PlayResult,RelSpeed,SpinRate,SpinAxis,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide
Fastball,BallCalled,Undefined,91.1441268321,2214.53890027,172.509592064,23.6273243736,-3.11067598206,3.1502979784,1.49227005491
ChangeUp,BallCalled,Undefined,78.867748271,1561.24376867,127.920547145,9.33860383841,-12.0400504788,3.38817477232,-0.549739488914
Fastball,StrikeSwinging,Undefined,89.5439747759,2214.93555368,160.600199876,22.0914371036,-7.79084822005,2.67670158752,-0.947242095004
ChangeUp,StrikeCalled,Undefined,77.2353166694,1745.95920549,122.139492886,8.14708078723,-13.0357548164,1.410706409,0.246229820284
Fastball,BallCalled,Undefined,90.2248248844,2221.1096611,170.896325126,24.0446372242,-3.8580395751,1.93279219493,1.31194805758
Fastball,StrikeCalled,Undefined,88.9934536364,2228.20481916,160.43131493,22.813829698,-8.12123148383,2.57895679643,-1.01403498765
ChangeUp,BallCalled,Undefined,80.2722280974,1743.03958061,115.377503593,7.33474235482,-15.5456200567,2.01777140214,-1.72676962552
Fastball,FoulBall,Undefined,90.689903425,2169.64983111,183.504524631,22.875574262,1.40285710782,3.06073584079,1.35475536666
Fastball,FoulBall,Undefined,90.8090195481,2137.81957904,158.083167941,19.478633549,-7.84962447859,3.0616457205,-1.31679822478
Fastball,StrikeSwinging,Undefined,91.32548776,2192.69032423,175.053900877,21.4716158802,-1.86084487181,4.05755980409,0.252138398951
Fastball,StrikeCalled,Undefined,87.7753190786,2093.8355993,170.065723907,23.5013224472,-4.12210034694,1.87555007642,-0.511827876658
Fastball,FoulBall,Undefined,88.502294729,2135.27239827,163.551207162,21.1710163217,-6.26038370073,2.39769986155,-0.427158834684
ChangeUp,BallCalled,Undefined,78.4015805214,1636.92767453,126.852718172,10.0670584488,-13.4865980384,2.0176097494,-0.881520102039
Fastball,FoulBall,Undefined,89.5672366108,2189.93101631,164.311746303,19.8924602909,-5.59607217413,2.20899514189,-1.04914477982
ChangeUp,InPlay,Single,77.3959799636,1658.14309959,132.942370331,9.00468048677,-9.72176054207,1.68942621433,-0.0559219101191
Fastball,StrikeCalled,Undefined,88.8988532776,2139.66380585,175.371404837,22.9355335068,-1.85952931159,1.95510516002,0.941321703898
Fastball,InPlay,Out,88.7653234913,2104.92133843,168.880843295,21.7149978681,-4.27435284995,2.78149300026,0.00685610751368
ChangeUp,InPlay,Out,76.9203151299,1741.07079195,131.592574441,11.4010564991,-12.8937917504,2.22020996672,-1.0495176378
Fastball,StrikeCalled,Undefined,86.7254701925,1958.4684671,169.357860851,18.5513043346,-3.49231312731,3.0932702967,0.719676104373
